,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,X_res,Y_res,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
662,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.2,47567,1920,1080,141.21,0,0,500,0,0,0
663,HP,Notebook,15.6,1920x1080,Intel Core i3,6,1TB HDD,AMD Radeon,Windows 10,2.04,47922,1920,1080,141.21,0,0,1,0,0,0
664,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,132189,1920,1080,127.34,0,0,1,128,0,0
665,Toshiba,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,44277,1366,768,100.45,0,0,0,128,0,0
666,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.06,84909,1920,1080,141.21,0,0,1,0,0,0
667,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.1,66238,1920,1080,141.21,0,0,1,0,0,0
668,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,111849,1920,1080,141.21,1,0,0,256,0,0
669,Acer,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD,Linux,2.1,36631,1366,768,100.45,0,0,0,128,0,0
671,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,1.9,72724,1920,1080,141.21,0,0,1,128,0,0
672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,91933,1920,1080,165.63,1,1,0,256,0,0
673,Lenovo,Notebook,15.6,1366x768,AMD E-Seies,4,128GB SSD,AMD Radeon,Windows 10,2.2,31030,1366,768,100.45,0,0,0,128,0,0
674,HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3,4,128GB SSD,Nvidia GeForce,Windows 10,1.63,62148,1920,1080,157.35,1,1,0,128,0,0
675,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,115050,1920,1080,141.21,0,0,1,256,0,0
676,Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,100913,1920,1080,157.35,0,0,0,256,0,0
677,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.4,44010,1366,768,135.09,0,1,0,0,0,64
679,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5,16,256GB SSD,Nvidia GeForce,Windows 10,2.5,115494,1920,1080,141.21,0,0,0,256,0,0
680,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,88723,1920,1080,141.21,0,0,0,256,0,0
681,Asus,Notebook,15.6,1366x768,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.86,37253,1366,768,100.45,0,0,0,128,0,0
682,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,182354,1920,1080,141.21,0,0,1,128,0,0
683,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3,4,256GB SSD,AMD Radeon,Windows 10,2.5,62148,1920,1080,127.34,1,0,0,256,0,0
684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.19,133276,1920,1080,165.63,1,1,0,512,0,0
685,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.49,250171,1920,1080,141.21,0,0,1,256,0,0
686,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,1.86,54467,1366,768,100.45,0,0,500,0,0,0
687,Dell,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.2,48516,1366,768,100.45,0,0,1,0,0,0
688,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.65,50590,1920,1080,127.34,1,0,2,0,0,0
689,Lenovo,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,28273,1366,768,100.45,0,0,500,0,0,0
690,Acer,Notebook,14.0,1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.45,33341,1366,768,111.94,0,0,0,0,0,32
691,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.7,62148,1920,1080,157.35,0,0,0,256,0,0
692,HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,169639,1920,1080,127.34,0,0,500,0,0,0
693,Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.42,230277,2560,1440,209.8,0,1,0,256,0,0
694,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,86509,1920,1080,165.63,1,0,0,256,0,0
695,Acer,Netbook,11.6,1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.4,23917,1366,768,135.09,0,0,0,0,0,32
696,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.38,155504,1920,1080,157.35,0,1,0,512,0,0
697,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Other Intel Processor,4,64GB Flash Storage,Intel HD,Chrome OS,1.2,59481,1920,1080,176.23,0,1,0,0,0,64
698,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,166884,1920,1080,165.63,0,1,0,512,0,0
699,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,4,500GB HDD,AMD Radeon,Windows 10,2.1,61259,1920,1080,141.21,1,0,500,0,0,0
700,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.56,72817,1920,1080,141.21,0,0,1,0,0,0
701,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,2.2,35475,1920,1080,141.21,0,0,0,256,0,0
702,Lenovo,Notebook,15.6,1366x768,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,38142,1366,768,100.45,0,0,1,0,0,0
703,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD +  1TB HDD,Intel HD,Windows 10,2.1,55253,1920,1080,141.21,0,0,2,0,0,0
704,Lenovo,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,No OS,1.9,40010,1366,768,100.45,0,0,500,0,0,0
705,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,70683,1920,1080,141.21,0,0,0,256,0,0
706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.6,88821,1920,1080,165.63,1,1,0,256,0,0
707,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.18,164928,1920,1080,141.21,0,0,0,512,0,0
708,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.8,105892,1920,1080,157.35,0,0,0,256,0,0
709,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A-Series,6,2TB HDD,AMD Radeon,Windows 10,2.71,58237,1920,1080,127.34,1,0,2,0,0,0
710,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,111049,1920,1080,141.21,1,0,1,128,0,0
711,Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Linux,1.64,96823,1920,1080,157.35,0,0,0,256,0,0
712,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,Intel HD,Linux,1.98,64549,1920,1080,141.21,0,0,1,0,0,0
713,Asus,Notebook,14.0,Full HD 1920x1080,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,26495,1920,1080,157.35,0,0,0,0,0,32
714,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,16,512GB SSD,Intel HD,Windows 10,1.93,126844,1920,1080,141.21,0,0,0,512,0,0
715,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,76202,1920,1080,157.35,1,0,0,256,0,0
716,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,104825,1920,1080,141.21,0,0,0,256,0,0
717,Lenovo,Notebook,15.6,1366x768,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.19,26495,1366,768,100.45,0,0,500,0,0,0
719,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,106692,1920,1080,127.34,0,0,0,256,0,0
720,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.17,149959,2560,1440,209.8,1,0,0,512,0,0
721,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.58,74382,1366,768,117.83,1,1,0,256,0,0
722,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,133276,1920,1080,157.35,1,0,0,256,0,0
723,Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,325357,3840,2160,254.67,0,0,1,1,0,0
724,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,119893,1920,1080,127.34,0,0,1,128,0,0
725,Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD,No OS,1.9,43557,1366,768,100.45,0,0,1,0,0,0
726,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.2,63926,1920,1080,141.21,0,0,1,128,0,0
727,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.71,57703,1920,1080,165.63,0,1,1,0,0,0
728,Dell,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,AMD Radeon,Linux,2.32,52414,1366,768,100.45,0,0,1,0,0,0
729,HP,Notebook,15.6,Full HD 1920x1080,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,43477,1920,1080,141.21,0,0,1,0,0,0
730,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,172041,1920,1080,127.34,1,0,1,128,0,0
731,Dell,Notebook,15.6,1366x768,Intel Core i5,12,1TB HDD,Intel HD,Windows 10,2.25,57703,1366,768,100.45,0,0,1,0,0,0
732,HP,Notebook,15.6,Full HD 1920x1080,AMD A-Series,6,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,57792,1920,1080,141.21,0,0,1,128,0,0
733,Acer,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.4,49701,1366,768,100.45,0,0,500,0,0,0
734,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,85354,1920,1080,165.63,1,0,0,256,0,0
735,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,4,1TB HDD,Intel HD,Windows 10,1.85,69261,1920,1080,141.21,0,0,1,0,0,0
736,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.6,215073,1920,1080,141.21,0,0,0,256,0,0
737,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,8,1TB HDD,Intel UHD,Windows 10,1.55,58592,1920,1080,165.63,0,1,1,0,0,0
738,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,186220,1920,1080,141.21,0,0,1,256,0,0
739,Acer,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,36524,1366,768,100.45,0,0,500,0,0,0
740,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,107314,1920,1080,141.21,0,0,1,128,0,0
741,Dell,Notebook,15.6,1366x768,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.0,59125,1366,768,100.45,0,0,0,256,0,0
742,Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.25,136477,1920,1080,157.35,1,1,0,256,0,0
743,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,88821,1920,1080,157.35,0,1,0,256,0,0
744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,16,1TB SSD,Nvidia Quadro,Windows 10,2.5,293314,3840,2160,282.42,1,0,0,1,0,0
745,Acer,Notebook,14.0,1366x768,Other Intel Processor,2,32GB Flash Storage,Intel HD,Chrome OS,1.68,29340,1366,768,111.94,0,0,0,0,0,32
747,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.86,47922,1920,1080,141.21,0,0,0,256,0,0
748,Dell,Notebook,14.0,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,100176,1366,768,111.94,0,0,0,256,0,0
749,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Other Intel Processor,16,256GB SSD,Nvidia Quadro,Windows 7,3.0,390226,1920,1080,127.34,1,0,0,256,0,0
750,Lenovo,Netbook,11.6,Touchscreen 1366x768,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,42232,1366,768,135.09,0,1,0,128,0,0
751,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.84,168929,1920,1080,141.21,0,0,0,256,0,0
752,Asus,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Nvidia GeForce,No OS,2.45,51479,1366,768,100.45,0,0,1,0,0,0
753,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5,4,180GB SSD,Intel HD,Windows 10,1.7,97445,1920,1080,157.35,0,0,0,180,0,0
754,Asus,Notebook,15.6,1366x768,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,2.37,75565,1366,768,100.45,0,0,0,256,0,0
755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.3,106603,3200,1800,276.05,1,1,0,256,0,0
756,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,97712,1920,1080,141.21,1,0,1,128,0,0
757,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,138789,1920,1080,141.21,0,0,0,256,0,0
758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,255082,3840,2160,282.42,1,0,1,256,0,0
759,Acer,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,53257,1366,768,100.45,0,0,0,256,0,0
760,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,93178,1920,1080,141.21,1,0,1,128,0,0
761,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.18,165284,1920,1080,176.23,0,0,0,256,0,0
763,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,100379,3200,1800,276.05,1,0,0,256,0,0
764,Dell,Notebook,13.3,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.65,75485,1366,768,117.83,0,0,500,0,0,0
765,Acer,Notebook,13.3,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.6,58236,1366,768,117.83,0,0,0,128,0,0
766,Asus,Notebook,17.3,1366x768,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,41818,1366,768,90.58,0,0,1,0,0,0
767,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.72,97712,3840,2160,282.42,1,1,1,128,0,0
769,Acer,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.1,26495,1366,768,100.45,0,0,1,0,0,0
770,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD,AMD Radeon,Windows 10,2.3,105027,1920,1080,141.21,0,0,0,256,0,0
772,Toshiba,Notebook,14.0,IPS Panel 1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.75,90688,1366,768,111.94,1,0,0,128,0,0
773,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,97712,1920,1080,141.21,0,0,1,0,0,0
774,HP,Ultrabook,12.5,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,110604,1366,768,125.37,0,0,0,256,0,0
775,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7,12,2TB HDD,Nvidia GeForce,Windows 10,2.3,74595,1920,1080,141.21,0,1,2,0,0,0
776,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.5,210717,3840,2160,282.42,0,0,0,512,0,0
777,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.8,56547,1920,1080,157.35,1,0,0,128,0,0
779,Asus,Notebook,15.6,1920x1080,Other Intel Processor,8,128GB SSD,Intel HD,Windows 10,2.0,51737,1920,1080,141.21,0,0,0,128,0,0
780,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,319080,1920,1080,127.34,1,0,1,1,0,0
781,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,208938,1920,1080,127.34,1,0,1,256,0,0
782,Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,1.47,156837,1920,1080,157.35,1,0,0,512,0,0
783,Lenovo,Notebook,15.6,1366x768,Other Intel Processor,8,1TB HDD,Intel HD,No OS,2.2,29251,1366,768,100.45,0,0,1,0,0,0
784,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.7,204404,1920,1080,157.35,0,0,0,512,0,0
785,MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.6,168129,1920,1080,157.35,1,0,1,256,0,0
786,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,96823,1920,1080,141.21,0,0,1,128,0,0
787,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,88821,1920,1080,141.21,1,0,1,0,0,0
788,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.2,204404,1920,1080,127.34,1,0,1,256,0,0
789,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.62,87576,1920,1080,141.21,0,0,0,256,0,0
790,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.24,119050,1920,1080,141.21,0,0,1,128,0,0
792,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,175153,1920,1080,165.63,1,1,0,512,0,0
793,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.08,85265,1920,1080,141.21,0,1,0,256,0,0
795,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.42,207160,2560,1440,209.8,1,1,0,256,0,0
796,Asus,Notebook,14.0,1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.63,26584,1366,768,111.94,0,0,0,0,0,32
797,Dell,Notebook,15.6,1366x768,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.95,72017,1366,768,100.45,0,0,0,128,0,0
799,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3,8,256GB SSD,AMD Radeon,Windows 10,2.0,65704,1920,1080,141.21,0,0,0,256,0,0
800,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.14,183590,1920,1080,141.21,0,0,0,256,0,0
801,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.37,97712,1920,1080,141.21,0,0,0,256,0,0
802,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,133276,1920,1080,165.63,0,0,0,256,0,0
803,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.06,155504,3840,2160,282.42,0,1,0,256,0,0
804,Dell,Netbook,11.6,1366x768,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.63,66149,1366,768,135.09,0,0,0,128,0,0
805,HP,Netbook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,123496,1366,768,125.37,0,0,0,256,0,0
806,Toshiba,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,69350,1366,768,100.45,0,0,500,0,0,0
807,HP,Notebook,15.6,1366x768,AMD A-Series,8,2TB HDD,AMD Radeon,Windows 10,2.04,55924,1366,768,100.45,0,0,2,0,0,0
808,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.62,149280,3840,2160,282.42,0,0,0,512,0,0
809,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.4,54146,1920,1080,141.21,0,0,1,0,0,0
810,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,12,1TB HDD,AMD Radeon,Windows 10,3.74,155504,1920,1080,127.34,1,0,1,0,0,0
811,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,214718,1920,1080,127.34,0,0,1,512,0,0
813,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.98,85443,1920,1080,141.21,0,0,1,0,0,0
814,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.18,70222,1920,1080,141.21,0,0,0,256,0,0
815,Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,165284,1920,1080,157.35,0,0,0,256,0,0
817,HP,Netbook,11.6,1366x768,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.23,34230,1366,768,135.09,0,0,0,0,0,16
818,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,222721,1920,1080,127.34,1,0,1,128,0,0
819,Dell,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.76,67127,1366,768,111.94,0,0,500,0,0,0
820,Lenovo,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,43557,1366,768,100.45,0,0,500,0,0,0
821,Toshiba,Ultrabook,14.0,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.25,96912,1366,768,111.94,0,0,0,128,0,0
822,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.13,222186,1920,1080,157.35,1,0,0,512,0,0
823,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.4,106603,1920,1080,141.21,0,0,0,256,0,0
824,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB Flash Storage,Intel HD,Windows 10,1.13,166706,1920,1080,157.35,1,0,0,0,0,256
825,Toshiba,Notebook,14.0,1366x768,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.75,44366,1366,768,111.94,0,0,0,128,0,0
826,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,120740,1920,1080,165.63,0,1,0,256,0,0
827,Dell,Notebook,14.0,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.76,52012,1366,768,111.94,0,0,500,0,0,0
828,Acer,Netbook,11.6,IPS Panel 1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.35,31563,1366,768,135.09,1,0,0,0,0,32
829,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.5,55035,1920,1080,157.35,1,0,0,128,0,0
